X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,X49,Y49,X50,Y50,X51,Y51,X52,Y52,X53,Y53,X54,Y54,X55,Y55,X56,Y56,X57,Y57,X58,Y58,X59,Y59,X60,Y60,X61,Y61,X62,Y62,X63,Y63,X64,Y64,X65,Y65,X66,Y66,X67,Y67,X68,Y68,X69,Y69,X70,Y70,X71,Y71,X72,Y72,X73,Y73,X74,Y74,X75,Y75,X76,Y76,X77,Y77,X78,Y78,X79,Y79,X80,Y80,X81,Y81,X82,Y82,X83,Y83,X84,Y84,X85,Y85,X86,Y86,X87,Y87,X88,Y88,X89,Y89,X90,Y90,X91,Y91,X92,Y92,X93,Y93,X94,Y94,X95,Y95,X96,Y96,X97,Y97,X98,Y98,X99,Y99,X100,Y100,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,qW,Total_Power
598,0,597.07,77.44,593.7,150,484.98,198,798,0,797.07,77.44,793.7,150,684.98,198,998,0,997.07,77.44,993.7,150,884.98,198,1198,0,1197.07,77.44,1193.7,150,1084.98,198,398,200,397.07,277.44,393.7,350,284.98,398,598,200,597.07,277.44,593.7,350,484.98,398,798,200,797.07,277.44,793.7,350,684.98,398,1198,200,1197.07,277.44,1193.7,350,1084.98,398,598,400,597.07,477.44,593.7,550,484.98,598,1198,400,1197.07,477.44,1193.7,550,1084.98,598,1398,400,1397.07,477.44,1393.7,550,1284.98,598,398,600,397.07,677.44,393.7,750,284.98,798,598,600,597.07,677.44,593.7,750,484.98,798,1198,600,1197.07,677.44,1193.7,750,1084.98,798,1398,600,1397.07,677.44,1393.7,750,1284.98,798,598,800,597.07,877.44,593.7,950,484.98,998,798,800,797.07,877.44,793.7,950,684.98,998,398,1000,397.07,1077.44,393.7,1150,284.98,1198,598,1000,597.07,1077.44,593.7,1150,484.98,1198,1198,1000,1197.07,1077.44,1193.7,1150,1084.98,1198,198,1200,197.07,1277.44,193.7,1350,84.98,1398,398,1200,397.07,1277.44,393.7,1350,284.98,1398,598,1200,597.07,1277.44,593.7,1350,484.98,1398,998,1200,997.07,1277.44,993.7,1350,884.98,1398,1198,1200,1197.07,1277.44,1193.7,1350,1084.98,1398,91956.26,80097.74,73274.12,68719.54,95672.21,83031.87,74304.25,66158.41,101143,91031.3,80467.02,72651.79,107643.95,102463.18,99563.17,80158.48,71038.34,64359.79,61156.51,65174,63571.88,61519.07,58527.53,56340.88,66949.34,66745.47,64579.76,60553.98,93069.91,90675.33,86821.76,69610.25,55036.73,58320.17,62951.55,59512.73,79294.71,74915.79,69250,59829.93,96150.35,91185.44,89102.17,70949.82,60531.21,61471.2,59572.8,61411.73,62459.48,62933.71,63239.63,55189.98,63643.79,66396.86,66396.22,65805.16,85265.36,85356.31,83589.81,73422.53,58691.58,59187.2,59624.76,56546.01,65443.02,66668.55,67936.84,59883.65,58018.89,60023.75,59656.85,57326.5,57181.98,62548.34,64482.15,54496.69,82660.07,83588.42,83653.26,65229.23,59352.06,59153,60520.59,66531.69,54710.62,56636.98,56433.73,57955.02,59965.81,58132.39,58890.08,56907.85,62775.03,64728,64144.91,61260.62,81532.36,81538.6,80653.95,70216.73,0.66,6967103.05
100,0,250,0,350,0,500,0,700,50,750,0,950,0,1100,50,1300,100,1450,0,0,250,200,150,300,250,500,200,700,200,750,250,1000,200,1050,150,1200,150,1400,200,0,400,300,350,300,300,550,300,600,400,850,400,1000,300,1100,300,1400,350,1450,350,50,450,0,500,400,450,550,500,650,500,850,450,1000,700,1050,500,1250,550,1450,500,0,650,200,600,350,600,500,700,600,650,750,600,1000,600,1100,650,1250,650,1400,550,0,750,150,800,300,850,550,750,650,800,850,750,1000,850,1050,800,1200,850,1400,850,100,950,250,900,350,950,500,1000,600,950,850,950,950,900,1350,1200,1250,850,1400,800,0,1050,200,1150,300,1150,550,1150,650,1100,800,1150,1000,1150,1150,1050,1200,1250,1450,1000,50,1250,150,1250,350,1250,450,1350,600,1300,700,1300,900,1200,1050,1200,1300,1300,1350,1250,100,1450,150,1450,250,1350,450,1400,600,1400,800,1450,1000,1400,1300,1400,1250,1450,1450,1450,88048.74,87443.16,89414.52,93255.42,85494.01,97187.25,100503.59,98340.53,103504.9,107265.43,76410.6,78503.84,73818.91,78007.64,81167.72,76811.91,81646.9,87266.14,90618.7,100154.66,69991.85,65216.4,66564.93,72240.14,70381.24,78238.39,78839.69,86049.25,84734.22,96243.46,64906.68,63529.14,65183.03,64043.38,67396.24,71986.27,70392.38,79631.05,81749.33,94029.5,66252.38,62638.74,63350.91,59838.08,65450.78,67255.38,72060.01,75304.93,85280.24,85581.73,63287.55,60456.94,61346.26,58078.19,61091.43,64690.27,64538.63,71357.2,67873.08,85084.44,60866.48,56600.07,56612.89,61102.92,63920.95,65061.39,63081.36,86500.78,74218.39,90802.18,64695.6,57193,60424.9,58585.49,63297.16,60343.05,70461.47,77018.53,69343.52,87683.6,58843.38,57660.45,57678.15,55401.96,58026.37,60608.42,58570.67,68117.61,74641.7,80975.1,62277.12,63885.13,54757.03,56274.66,60908.54,63647.63,67125.93,78470.62,69332.36,84976.07,0.69,7267020.92
1,1,1,51,1,101,1,151,398,0,397.07,78.06,393.7,150,287.36,198,598,0,597.07,78.06,593.7,150,487.36,248,1198,0,1197.07,78.06,1193.7,150,1087.36,198,1398,0,1397.07,78.06,1393.7,150,1287.36,198,398,200,397.07,278.06,393.7,350,287.36,398,998,200,997.07,278.06,993.7,350,937.36,348,1398,200,1397.07,278.06,1393.7,350,1287.36,398,1,401,1,451,0,501,1,551,598,400,597.07,478.06,593.7,550,487.36,598,798,400,797.07,478.06,793.7,550,687.36,598,1198,400,1197.07,478.06,1193.7,550,1087.36,598,1398,400,1397.07,478.06,1393.7,550,1287.36,598,198,600,197.07,678.06,193.7,750,87.36,798,398,600,397.07,678.06,393.7,750,287.36,798,1,801,1,870,1,940,50,998,1198,800,1197.07,878.06,1193.7,950,1037.36,998,1398,800,1397.07,878.06,1393.7,950,1287.36,998,798,1000,797.07,1078.06,793.7,1150,687.36,1198,1398,1000,1397.07,1078.06,1393.7,1150,1287.36,1198,198,1200,197.07,1278.06,193.7,1350,87.36,1398,401,1400,500,1348,500,1398,600,1400,998,1200,997.07,1278.06,993.7,1350,887.36,1398,1198,1200,1197.07,1278.06,1193.7,1400,1087.36,1398,1398,1200,1397.07,1278.06,1393.7,1350,1287.36,1398,90750.75,79189.84,74037.5,69522.34,94636.96,83551.4,77312.77,68429.61,97513.51,86788.26,80192.29,70445.72,102997.64,94577.19,85992.86,83218.19,107264.3,102022.12,99117.52,81904.02,68577.86,64284.56,62591.9,64618.92,81408.96,76130.14,71579.41,68703.64,93538.34,93417.33,93430.36,78365.12,70766.39,63216.02,61643.11,59074.95,67277.81,62896,62010.13,61497.71,69577.13,66231.75,65689.97,63980.81,73697.47,74851.7,73175.77,70642.1,89501.66,89464.26,87340.09,77322.37,62799.16,61119.82,61614.63,64937.77,62738.08,62944.27,64062.38,59545.72,65874.04,63014.06,63104.45,63650.14,80956.39,75949.83,69933.88,66743.84,88413.23,86610.63,85914.58,67528.35,64284.65,63403.05,61801.28,56148.99,83883.75,83778.3,83879.38,66416.15,62694.11,63162.81,62582.19,66354.56,55692.75,60191.51,57428.51,62629.99,63598.46,61431.03,58502.58,60537.97,64584.46,66750.3,64805.92,62055.45,82100.66,82927.78,81421.88,71803.97,0.69,7309508.07
398,0,396.79,73.76,393.26,148.35,278.95,198,598,0,596.79,73.76,593.26,148.35,478.95,198,998,0,996.79,73.76,993.26,148.35,878.95,198,198,200,196.79,273.76,193.26,348.35,78.95,398,398,200,396.79,273.76,393.26,348.35,278.95,398,598,200,596.79,273.76,593.26,348.35,478.95,398,598,400,596.79,473.76,593.26,548.35,478.95,598,998,400,996.79,473.76,993.26,548.35,878.95,598,1198,400,1196.79,473.76,1193.26,548.35,1078.95,598,198,600,196.79,673.76,193.26,748.35,78.95,798,798,600,796.79,673.76,793.26,748.35,678.95,798,998,600,996.79,673.76,993.26,748.35,878.95,798,1398,600,1396.79,673.76,1393.26,748.35,1278.95,798,198,800,196.79,873.76,193.26,948.35,78.95,998,398,800,396.79,873.76,393.26,948.35,278.95,998,798,800,796.79,873.76,793.26,948.35,678.95,998,598,1000,596.79,1073.76,593.26,1148.35,478.95,1198,798,1000,796.79,1073.76,793.26,1148.35,678.95,1198,998,1000,996.79,1073.76,993.26,1148.35,878.95,1198,1198,1000,1196.79,1073.76,1193.26,1148.35,1078.95,1198,198,1200,196.79,1273.76,193.26,1348.35,78.95,1398,398,1200,396.79,1273.76,393.26,1348.35,278.95,1398,598,1200,596.79,1273.76,593.26,1348.35,478.95,1398,798,1200,796.79,1273.76,793.26,1348.35,678.95,1398,1398,1200,1396.79,1273.76,1393.26,1348.35,1278.95,1398,95926.28,85264.09,79737.21,73177.65,102172.25,93762.43,88566.35,74236.03,107691.7,103678.76,102237.35,93562.27,74278.38,66676.53,64066.19,67827.94,70523.52,68250.28,64465.33,60944.06,82679.46,80158.94,77075.11,63615.63,72889.44,68881.32,64855.48,61606.34,90107.49,80410.67,74041.44,64685.77,101837.03,95466.19,88947.24,75680.79,66007.35,64686.92,65135.32,61018.95,63094.5,61390.61,62426.5,59999.17,67668.67,69103.35,72247.7,67175.89,98044.63,92855.19,89098.16,80306.41,58079.82,55962.77,54598.33,58504.35,63290.59,59591.02,55218.74,50848.67,62021.61,69149.12,70213.52,56828.13,53816.78,51013.51,50168.32,47995.26,64957.78,60934.27,56062.63,48132.18,73697.14,69266.04,62576.02,57116.03,86976.81,84572.44,79707.25,66999.29,55627.5,55146.45,58045.33,63682.03,50180.94,51796.55,52743.82,54633.51,47911.71,51449.01,53687.33,54334.49,52437.9,57938.9,62943.48,59622.75,88675.94,85914.9,83763.98,73220.89,0.66,6962298.1
100,0,250,0,350,0,450,50,700,50,750,0,950,50,1100,50,1300,100,1450,0,0,250,200,150,300,250,500,200,700,200,750,250,1000,200,1050,150,1200,150,1400,200,50,400,250,400,300,300,550,300,600,400,850,400,1000,300,1100,300,1400,350,1450,350,50,450,0,500,400,450,550,500,650,500,850,450,1000,550,1050,500,1250,550,1450,550,0,700,200,600,350,600,500,700,600,650,800,600,1000,600,1100,650,1250,650,1350,600,0,750,150,800,300,850,550,750,650,800,850,750,1000,850,1050,800,1200,850,1350,800,0,950,250,900,350,950,550,950,600,950,850,950,950,900,1150,1000,1250,1000,1400,900,0,1050,200,1150,300,1150,550,1150,650,1100,800,1150,950,1150,1150,1050,1200,1150,1450,1050,100,1250,150,1200,350,1250,450,1250,600,1300,800,1200,900,1200,1050,1200,1300,1300,1350,1250,100,1450,150,1450,350,1400,450,1400,700,1400,800,1450,1000,1400,1150,1400,1250,1450,1450,1450,88064.49,88641.9,91580.76,86758.75,86295.92,98495.3,95269.94,99724.11,103989.71,106761.11,75749.16,79367.91,73587.67,77723.22,82325.34,76867.82,81776.61,87861.34,91210.31,100041.98,70201.81,67446.06,66175.7,72511.3,70198.7,79108.02,79750.23,85921.49,84392.79,96174.85,63547.43,64517.02,66075.61,63770.19,67095.67,71815.55,71477.97,80174.82,83632.03,94438.52,66549.47,62331.73,62181.5,59879.58,64955.82,67706.19,68173.12,72475.41,80420.95,83422.13,59834.79,60286.24,61235.76,57908.07,60285.7,68623.51,66696.99,73784.66,76975.96,89065.24,62886.25,55439.42,55097.78,57550.31,60543.59,62742.69,62810.19,70424.24,78971.44,87858.24,63130.15,56918.01,59407.64,56601.82,59223.19,58305.31,65692.4,69212.62,76977.53,86937.26,58170.07,55463.45,53105.85,57014.55,61402.81,55591.94,59176.15,66703.49,76329.93,82991.5,61926.39,61899.53,57697.43,59662.75,60540.11,66198.27,66519.71,70236.33,76988.61,85369.45,0.68,7233030.37
201,1,201,51,201,101,201,151,601,1,601,70,601,140,650,198,998,0,995.9,77.36,991.78,150,893.83,198,1398,0,1395.9,77.36,1391.78,150,1293.83,198,398,200,395.9,277.36,391.78,350,293.83,398,598,200,595.9,277.36,591.78,350,493.83,448,998,200,995.9,277.36,991.78,350,893.83,398,1198,200,1195.9,277.36,1191.78,350,1093.83,398,398,400,395.9,477.36,391.78,550,293.83,598,1198,400,1195.9,477.36,1191.78,550,1093.83,498,1398,400,1395.9,477.36,1391.78,550,1293.83,598,198,600,195.9,677.36,191.78,750,93.83,798,598,600,495.9,677.36,591.78,750,493.83,798,798,600,795.9,677.36,791.78,750,693.83,798,1198,600,1195.9,677.36,1191.78,750,1093.83,798,798,800,795.9,877.36,791.78,950,693.83,998,198,1000,195.9,1077.36,191.78,1150,93.83,1198,598,1000,595.9,1077.36,591.78,1150,493.83,1198,1001,1001,1001,1051,1001,1101,1001,1151,1398,1000,1395.9,1077.36,1391.78,1150,1293.83,1198,198,1200,95.9,1277.36,191.78,1400,93.83,1398,398,1200,395.9,1277.36,391.78,1350,293.83,1398,801,1201,801,1270,801,1340,850,1398,1198,1200,1195.9,1277.36,1191.78,1350,1093.83,1398,1398,1200,1395.9,1277.36,1391.78,1350,1293.83,1398,93080.64,81800.45,75595.13,71126.72,97266.63,86963.99,79818.51,73459.03,101041.38,94498.93,88214.17,77087.61,107711.77,104349.3,101307.17,93840.34,70971.59,64255.82,64062.1,63654.21,68164.15,65824.97,63879.25,63857.8,80074.39,75688.76,69944.07,64632.32,89193.97,87923.33,86964.03,69316.88,58887.73,60535.7,63320.41,62418.96,79120.39,75721.1,70272.91,65635.74,94679.68,90331.23,87046.04,76946.65,63386.33,62539.63,62119.18,64248.9,62983.42,60212.01,59182.36,57214.54,68447.47,67465.84,67097.3,60845.71,68286.82,78251.26,83536.07,74529.88,66267.99,69664.99,66675.1,60637.45,63881.76,62005.67,59602.84,60087.01,60220.75,59929.21,61701.69,57208.91,78260.63,72725.57,69101.7,64554.9,88858.23,88161.85,86065.12,67103.5,54629.69,59797.96,58233.73,63169.97,55318.73,57276.39,59904.52,60416.75,58831.97,60244.86,60123.46,61284.77,65543.71,64827.17,64747.23,63016.01,83197.19,82953.41,80953.97,70173.78,0.68,7168192.78
198,0,200,65,192.58,148.5,149,198,598,0,596.79,74.42,592.58,148.5,549,198,701,1,801,70,801,140,850,198,1198,0,1196.79,74.42,1192.58,148.5,1132,227,1398,0,1396.79,74.42,1392.58,148.5,1349,198,101,101,1,251,1,301,1,351,348,151,486,265,548,300,598,450,1228,205,1196.79,274.42,1192.58,348.5,1149,398,1398,200,1396.79,274.42,1400,348.5,1349,398,998,400,996.79,474.42,942.58,598.5,949,648,1244,402,1196.79,474.42,1193,557,1161,596,1,601,1,670,1,740,50,798,398,600,396.79,674.42,392.58,748.5,349,798,1248,600,1188,688,1192.58,748.5,1149,798,1,998,50,998,99,1043,150,998,798,800,796.79,874.42,792.58,948.5,802,1007,1198,800,1196.79,874.42,1228,928,1149,998,398,1000,396.79,1074.42,392.58,1148.5,350,1285,1231,1016,1196.79,1074.42,1192.58,1148.5,1149,1198,1,1201,1,1270,0,1390,50,1398,188,1184,197,1247,201,1301,201,1351,598,1200,601,1245,592.58,1348.5,555,1403,798,1100,796.79,1274.42,792.58,1348.5,749,1398,1001,1398,1050,1398,1114,1424,1050,1298,1398,1200,1396.79,1274.42,1420,1345,1399,1398,91672.95,81831.29,72780.35,66283.38,89363.45,78633.85,75589.04,70874.31,95400.41,87388,77160.67,73421.77,100582.85,91278.54,84209.19,73046.45,107674.8,102363.43,98805.55,79011.47,76151.9,73409.6,66804.64,64871.38,74643.88,66173.32,66127.72,66557.58,77928.45,74288.31,72934.8,70168.88,92449.73,90409.13,90121.48,81105.83,69853.15,68140.46,68953.12,65554.33,72575.01,78736.01,79065.23,69029.91,71404.8,67212.9,64359.65,61753.17,69917.97,66920.93,66331.03,63795.02,82717.61,84513.04,85653.46,68605.04,60275.88,59556.71,54895.03,65992.45,70764.44,68782.55,67197.49,64956.61,83797.8,84040.31,84515.81,73235.81,66612.86,61836.97,58526.56,56348.3,85197.01,80571.01,81079.62,70812.53,61069.7,59144.6,59957.11,60353.25,57790.26,55672.05,54535.03,55146.6,61891.41,58325.39,56503.85,56338.43,65630.47,65299,61381.75,57323.7,61059.23,68447.44,72671.4,72558.74,88424.19,86679.67,85846.78,80476.87,0.69,7288005.97
598,0,597.72,67.53,593.1,146.65,549,198,798,0,797.72,67.53,793.1,146.65,749,198,1198,0,1197.72,67.53,1193.1,146.65,1149,198,798,200,797.72,267.53,793.1,346.65,749,398,998,200,997.72,267.53,993.1,346.65,949,398,1398,200,1397.72,267.53,1393.1,346.65,1349,398,198,400,197.72,467.53,193.1,546.65,149,598,998,400,997.72,467.53,993.1,546.65,949,598,1198,400,1197.72,467.53,1193.1,546.65,1149,598,398,600,397.72,667.53,393.1,746.65,349,798,598,600,597.72,667.53,593.1,746.65,549,798,798,600,797.72,667.53,793.1,746.65,749,798,1198,600,1197.72,667.53,1193.1,746.65,1149,798,1398,600,1397.72,667.53,1393.1,746.65,1349,798,1198,800,1197.72,867.53,1193.1,946.65,1149,998,398,1000,397.72,1067.53,393.1,1146.65,349,1198,598,1000,597.72,1067.53,593.1,1146.65,549,1198,798,1000,797.72,1067.53,793.1,1146.65,749,1198,998,1000,997.72,1067.53,993.1,1146.65,949,1198,1398,1000,1397.72,1067.53,1393.1,1146.65,1349,1198,198,1200,197.72,1267.53,193.1,1346.65,149,1398,398,1200,397.72,1267.53,393.1,1346.65,349,1398,798,1200,797.72,1267.53,793.1,1346.65,749,1398,998,1200,997.72,1267.53,993.1,1346.65,949,1398,1198,1200,1197.72,1267.53,1193.1,1346.65,1149,1398,94359.05,82799.26,76661.9,70861.78,100149.41,91052.21,83392.29,67368.1,109049.9,102406.64,98309.99,87869.82,73085.26,66975.87,66434.67,62866.77,83451.53,77263.23,75929.55,61763.01,103512.45,96811.06,94825.66,86171.13,75657.71,69621.26,67056.86,63511.24,70185.18,65837.71,65854.66,62378.93,83022.96,80195.64,81653.62,63554.71,64968.28,57888.52,57164.75,57002.17,68249.69,61618.03,58955.18,55688.41,67336.11,63548.82,64150.49,60148.29,75411.39,71355.63,72240.79,60307.15,92204.8,87883.74,86295.13,77560.89,70517.19,74066.98,77642.64,68738.66,60497.2,56742.55,56983.32,54354.5,60648.18,56350.98,52298.68,48726.92,61429.99,57524.41,54602.68,45625.63,65062.02,65069.15,65186.09,51588.28,88592.66,86089.35,84002.01,75740.62,58196.41,57190.96,60035.78,64247.08,49118.37,50922.8,56771.21,58704.66,49767.21,49026.77,53460.75,55166.96,62475.36,60927.49,60586.25,58127.16,70689.83,71930.47,75832.89,69366.21,0.66,6952504.57
47.95,0,251.14,29.76,366.28,0,436.37,86.49,722.74,0,732.96,95.67,987.92,1.52,1110.81,56.83,1150.51,17.81,1315.45,21.77,73.33,224.59,268.64,225.91,395.8,330.9,543.02,187.61,619.69,157.72,703.19,168.38,1010.99,260.9,989.17,196.29,1242.91,216.24,1303.1,188.87,119.53,330.15,329.53,64.85,282.06,328.23,573.71,263.03,645.97,386.41,852.36,566,906.98,355.3,946.62,388.14,1167.68,288.73,1369.91,392.76,22.59,498.91,146.35,563.55,280.67,545.29,441.05,572.36,635.53,485.22,749.98,480.09,859.61,507.82,1051.23,484.31,1182.67,568.4,1306.7,500.34,104.07,594.35,170.7,643.73,414.77,679.2,552.11,416.93,606.41,802.18,749.65,641.7,988.92,594.4,1063.01,649.55,1261.87,568.24,1307.32,671.89,118.76,709.63,111.56,787.07,349.88,744.79,574.36,964.69,605.53,870.13,686.57,663.57,935.87,708.09,1127.1,926.65,1278.27,746.26,1401.08,725.3,63.57,968.05,205.82,850.51,279.75,847.27,491.24,849.89,670.55,872.11,791.6,826.93,779.45,962.08,1015.78,911.97,1268.25,865.44,1391.87,926.93,6.97,1113.26,270.82,1118.99,528.79,1127.62,471.01,1030.7,697.8,1059.98,798.38,1076.75,925.44,1182.69,1068.41,1002.55,1175.16,1045.69,1339.4,1007.61,64.4,1204.01,229.26,1272.19,366.32,1160.75,487.78,1158.37,581.35,1223.82,757.61,1214.19,827.34,1214.85,1139.48,1278.38,1226.53,1132.43,1359.42,1128.65,33.12,1414,271.75,1414,353.02,1400.76,487.99,1278.7,631.65,1336.13,766.79,1387.71,829.88,1411.27,973.01,1289.78,1233.82,1414,1395.02,1367.85,89964.82,83274.1,94937.81,82572.32,98950.2,90054.93,97208.45,90474.57,103343.74,107084.11,74985.4,74108.45,69393.45,73346.93,79593.09,83975.66,82471.03,90156.37,89251.01,101009.62,67744.64,78120.63,67290.08,71364.03,71547.93,63774.54,76591.13,77786.66,89229.78,96000.71,68408.36,65137.92,65307.06,63187.98,61826.68,65736.44,71859.01,80420.41,77694,91997.49,58721.78,55628.2,61708.51,64725.54,62976.93,61945.74,70659.48,71776.75,89149.86,84957.07,58229.14,58472.29,57120.24,55563.54,53776.46,60663.54,65895.66,71631.17,78214.06,89606.73,61347.59,54092.94,55622.05,53473.51,57843.44,66681.69,62658.13,67988.75,80927.44,87411.39,62369.47,55937.79,57104.72,55457.04,57189.95,61769.33,67075.49,65498.76,72947.89,83280.66,55820.39,58750.83,52859.13,53660.08,55131.39,54221.94,58106.54,75611.98,73872.27,84252.52,66470.82,61073.8,61704.69,54053.84,57585.48,58914.6,64473.55,65999.87,76098.16,85138.46,0.67,7119082.52
598,0,596.79,74.77,592.57,150,491.93,198,798,0,796.79,74.77,792.57,150,691.93,198,1198,0,1196.79,74.77,1192.57,150,1091.93,198,1398,0,1396.79,74.77,1392.57,150,1291.93,198,198,200,196.79,274.77,192.57,350,91.93,398,398,200,396.79,274.77,392.57,350,291.93,398,1398,200,1396.79,274.77,1392.57,350,1291.93,398,198,400,196.79,474.77,192.57,550,91.93,598,598,400,596.79,474.77,592.57,550,491.93,598,998,400,996.79,474.77,992.57,550,891.93,598,998,600,996.79,674.77,992.57,750,891.93,798,1198,600,1196.79,674.77,1192.57,750,1091.93,798,198,800,196.79,874.77,192.57,950,91.93,998,798,800,796.79,874.77,792.57,950,691.93,998,998,800,996.79,874.77,992.57,950,891.93,998,1198,800,1196.79,874.77,1192.57,950,1091.93,998,1398,800,1396.79,874.77,1392.57,950,1291.93,998,598,1000,596.79,1074.77,592.57,1150,491.93,1198,998,1000,996.79,1074.77,992.57,1150,891.93,1198,1398,1000,1396.79,1074.77,1392.57,1150,1291.93,1198,398,1200,396.79,1274.77,392.57,1350,291.93,1398,598,1200,596.79,1274.77,592.57,1350,491.93,1398,798,1200,796.79,1274.77,792.57,1350,691.93,1398,1198,1200,1196.79,1274.77,1192.57,1350,1091.93,1398,1398,1200,1396.79,1274.77,1392.57,1350,1291.93,1398,93282.18,82712.86,78264.31,77399.64,97065.27,86213.33,81388.19,76243.92,100745.33,91814.49,84236.95,80021.29,107593.54,101669.94,99431.88,80890.61,80993.68,73077.41,68904.47,66728.96,79253.08,75139.69,71495.81,65288.8,92931.12,91890.82,91451.93,84887.7,61535.6,61618.93,63099.5,65122.91,76184.32,70018.3,65732.54,60675.37,84306.64,83790.39,82671.81,69349.91,76210.74,71935.9,66000.04,56181.77,91948.09,88628.93,84241.61,64209.56,64432.25,61982.63,60551.72,60594.1,57374.43,54679.26,53858.71,53824.69,58628.69,57502.79,57150.15,50367.7,77008.58,72217.83,65145.49,58656.34,92034.74,87512.09,85792.36,66425.42,54303.52,54704.83,54178.97,52384.13,54106.9,57689.07,58196.58,54126.59,82737.92,82297.32,82354.11,64229.35,54897.14,53413.86,55697.18,62836.15,50831.19,50455.17,52083.08,54946.49,52020.94,54210.38,57979.04,55926.76,59665.72,61935.28,62211.72,59581.41,80583.58,80826.36,79691.07,69683.54,0.67,7061005.41
198,0,197.6,72.52,193.04,150,84.79,198,398,0,397.6,72.52,393.04,150,284.79,198,598,0,597.6,72.52,593.04,150,484.79,198,1398,0,1397.6,72.52,1393.04,150,1284.79,198,798,200,797.6,272.52,793.04,350,684.79,398,998,200,997.6,272.52,993.04,350,884.79,398,1198,200,1197.6,272.52,1193.04,350,1084.79,398,1398,200,1397.6,272.52,1393.04,350,1284.79,398,1,401,1,451,1,501,1,551,798,400,797.6,472.52,793.04,550,684.79,598,1398,400,1397.6,472.52,1393.04,550,1284.79,598,1,601,1,670,1,740,50,798,201,601,201,651,201,701,201,751,798,600,797.6,672.52,793.04,750,684.79,798,998,600,997.6,672.52,993.04,750,884.79,798,598,800,597.6,872.52,593.04,950,484.79,998,1198,800,1197.6,872.52,1193.04,950,1084.79,998,398,1000,397.6,1072.52,393.04,1150,284.79,1198,1198,1000,1197.6,1072.52,1193.04,1150,1084.79,1198,1398,1000,1397.6,1072.52,1393.04,1150,1284.79,1198,1,1201,1,1251,1,1301,1,1351,398,1200,397.6,1272.52,393.04,1350,284.79,1398,598,1200,597.6,1272.52,593.04,1350,484.79,1398,998,1200,997.6,1272.52,993.04,1350,884.79,1398,1398,1200,1397.6,1272.52,1393.04,1350,1284.79,1398,90859.76,79185.83,72552.37,72448.97,94996.45,81796.95,73324.82,67443.8,100429.22,89978.69,81009.66,70046.45,107854.28,103175.93,103820.8,88279.64,82302.3,69536.07,64345.18,62059.11,87089.88,75531.01,68719.22,65129.65,86638.31,81207.64,75970.71,69101.78,97184.21,95251.12,94143.05,74626.59,73621.17,67916.07,66116.24,62988.58,60568.81,64272,67635.31,62512.29,89372.58,87957.86,86738.36,78606.5,59744.33,61479.78,59546.25,56167.92,66598.64,59818.75,57529.48,54932.72,64586.71,64698.88,63993.3,61635.73,74465.46,76033.85,74960.9,66001.75,61454.49,60919.56,63091.51,60767.16,86555.46,83783.86,80897.36,64355.35,58641.97,60163.98,62139.33,58379.88,75375.84,72026.39,66349.49,60944.79,89325.79,85366.98,84353.97,66473.3,65394.89,60287.44,59776.18,61450.34,58323.26,57999.44,59016.63,61544.37,61479.74,59837.9,60906.37,59461.34,59385.08,62292.4,65502.82,62244.84,81896.13,82327.72,81333.23,72921.71,0.68,7211293.93
